cycle,price_wheat,price_rice,price_corn,price_water,price_labor,price_kernels,alive,deaths,gini_gold,total_money,avg_gold,max_gold,min_gold,avg_food,mean_capitalism,mean_survivalism,mean_sustainability,std_capitalism,std_survivalism,std_sustainability,unit_injected,unit_absorbed,unit_net,unit_processing,unit_kernels,bank_loaned,bank_interest_collected,bank_deposit_interest,landlords,bank_owned_land,foreclosures
873,13.627,2.6,20.558,4.28,3.317,210.0,100,0,0.8431,24917.04,47.23,963.54,-4.0,33.7,0.159,0.121,-0.103,0.196,0.164,0.168,1086.69,0.0,1086.69,7.5,6387,652.24,186.78,2181537.59,44,465,465
874,13.753,2.639,21.103,4.232,3.007,205.968,100,0,0.8465,24696.13,37.09,822.86,-6.0,33.1,0.164,0.112,-0.101,0.195,0.162,0.164,374.16,231.3,142.86,2.6,6380,242.52,135.58,2203365.2,44,465,465
875,12.887,2.751,22.428,4.003,2.712,210.0,100,0,0.8075,25926.71,45.0,600.71,-8.0,31.4,0.162,0.109,-0.099,0.193,0.158,0.157,1137.44,0.0,1137.44,7.7,6425,569.16,213.33,2225404.43,44,465,465
876,12.288,2.697,20.858,3.99,2.629,210.0,100,0,0.8484,26459.67,45.6,1186.72,-8.0,31.3,0.163,0.108,-0.1,0.198,0.155,0.154,188.4,231.0,-42.6,1.2,6404,1045.0,261.97,2247664.37,44,465,465
877,12.845,2.482,19.264,3.963,2.379,210.0,100,0,0.8323,24925.15,35.19,613.47,-8.0,31.3,0.177,0.096,-0.104,0.205,0.179,0.155,175.21,231.0,-55.79,1.2,6383,227.54,246.65,2270145.87,44,465,465
878,13.747,2.314,19.675,4.09,2.625,210.0,100,0,0.8126,27110.79,55.93,1518.09,-8.0,31.4,0.198,0.094,-0.104,0.197,0.174,0.148,822.55,0.0,822.55,6.1,6412,1776.44,296.54,2292849.76,44,465,465
879,12.728,2.64,20.033,4.272,2.829,210.0,100,0,0.8135,27374.69,63.48,1776.13,-8.0,33.7,0.219,0.085,-0.115,0.215,0.169,0.145,1046.66,231.0,815.66,7.6,6455,705.0,240.04,2315783.9,44,465,465
880,12.351,2.722,19.482,3.922,2.925,210.0,100,0,0.8121,26246.03,49.27,749.79,-10.0,34.7,0.224,0.093,-0.099,0.221,0.174,0.161,476.77,462.0,14.77,3.4,6455,259.42,234.14,2338946.32,44,465,465
881,11.944,2.844,17.094,3.996,2.783,210.0,100,0,0.8351,27496.25,65.48,2372.89,-5.37,35.3,0.227,0.092,-0.096,0.215,0.17,0.158,640.95,231.2,409.75,4.7,6469,2259.3,355.01,2362341.62,44,465,465
882,11.951,2.787,17.818,4.438,2.515,210.0,100,0,0.8268,27662.43,72.44,2021.8,-5.37,34.5,0.247,0.1,-0.098,0.221,0.17,0.165,634.2,0.1,634.1,5.3,6490,635.0,343.82,2385967.07,44,465,465
883,12.28,2.82,16.197,4.355,2.84,210.0,100,0,0.8199,28127.68,66.62,1793.2,-5.37,36.5,0.241,0.095,-0.101,0.212,0.164,0.157,361.72,1.2,360.52,2.9,6487,455.0,366.07,2409837.1,44,465,465
884,11.65,2.763,16.674,4.581,3.122,205.968,100,0,0.8615,30522.99,85.35,3567.99,-7.37,35.9,0.244,0.092,-0.099,0.21,0.164,0.155,498.88,462.2,36.68,4.4,6497,2870.72,413.64,2433941.64,44,465,465
885,13.397,2.594,16.205,4.998,2.824,210.0,100,0,0.8163,30831.47,60.08,1342.78,-7.37,34.5,0.244,0.086,-0.097,0.212,0.175,0.153,256.79,1.3,255.49,2.2,6487,435.0,412.5,2458308.85,44,465,465
886,13.245,2.806,15.439,5.109,2.551,210.0,100,0,0.7639,30520.4,43.59,612.85,-4.0,36.2,0.246,0.087,-0.096,0.206,0.176,0.153,102.08,231.1,-129.02,0.9,6463,1011.01,427.24,2482908.36,44,465,465
887,11.518,2.856,16.325,5.304,2.81,210.0,100,0,0.7993,31546.12,51.63,843.93,-4.0,36.0,0.24,0.089,-0.097,0.198,0.164,0.142,724.09,231.0,493.09,6.7,6497,830.0,204.03,2507740.23,44,465,465
888,13.246,2.949,16.887,4.892,2.538,210.0,100,0,0.8026,31807.51,48.01,990.97,-4.0,36.5,0.243,0.089,-0.1,0.205,0.162,0.141,251.39,232.5,18.89,2.2,6486,754.27,216.71,2532826.21,44,465,465
889,12.771,3.08,17.336,4.335,2.919,210.0,100,0,0.84,33564.07,61.44,1086.22,-4.0,34.9,0.239,0.09,-0.099,0.208,0.163,0.14,1193.92,232.0,961.92,10.1,6554,876.15,193.92,2558157.52,44,465,465
890,13.013,2.928,16.71,4.239,2.88,210.0,100,0,0.8268,32184.41,62.12,1260.66,-4.0,35.4,0.239,0.079,-0.106,0.212,0.171,0.132,788.77,0.8,787.97,6.5,6586,328.38,201.87,2583748.04,44,465,465
891,12.598,3.102,16.721,4.321,2.908,210.0,100,0,0.8137,33246.35,69.63,1526.66,-4.0,34.2,0.249,0.08,-0.106,0.209,0.17,0.121,643.33,231.0,412.33,5.5,6607,1116.11,220.0,2609591.25,44,465,465
892,12.393,2.813,16.092,4.074,3.195,210.0,100,0,0.8007,34012.24,66.0,1077.58,-4.0,32.1,0.247,0.079,-0.103,0.208,0.168,0.124,292.63,231.5,61.13,2.5,6598,722.56,210.73,2635695.73,44,465,465
893,12.746,2.923,15.328,3.933,3.325,210.0,100,0,0.8416,33733.89,47.45,842.62,-4.0,30.4,0.246,0.074,-0.107,0.218,0.174,0.126,630.78,462.4,168.38,5.6,6619,590.0,249.89,2662075.88,44,465,465
894,13.838,3.044,15.692,4.21,3.345,210.0,100,0,0.8187,33224.71,44.73,510.02,-4.0,31.6,0.25,0.065,-0.109,0.221,0.171,0.124,85.84,462.0,-376.16,0.8,6592,350.0,235.48,2688696.19,44,465,465
895,14.715,3.056,15.883,4.402,3.145,210.0,100,0,0.7699,33055.88,46.22,469.09,-5.36,29.6,0.248,0.065,-0.109,0.222,0.171,0.123,637.07,925.0,-287.93,5.8,6613,617.35,223.92,2715582.13,44,465,465
896,15.078,2.975,15.012,4.171,3.11,210.0,100,0,0.7786,33488.97,43.66,830.29,-5.36,31.2,0.245,0.077,-0.121,0.216,0.177,0.147,455.84,231.0,224.84,4.1,6620,875.0,193.91,2742749.39,44,465,465
897,14.06,3.003,15.054,4.26,3.108,201.219,100,0,0.8318,33548.09,58.5,1285.79,-5.36,30.7,0.231,0.068,-0.119,0.22,0.181,0.148,304.74,0.1,304.64,2.9,6616,996.88,440.88,2770170.11,44,465,465
898,13.55,2.959,14.324,4.362,3.045,210.0,100,0,0.831,33632.65,59.86,1361.29,-5.36,29.8,0.22,0.069,-0.116,0.213,0.169,0.137,400.45,0.5,399.95,3.8,6621,306.15,393.85,2797871.64,44,465,465
899,13.169,3.115,15.3,4.498,3.044,210.0,100,0,0.8152,34038.1,62.31,1297.01,-4.0,28.9,0.22,0.068,-0.115,0.212,0.167,0.133,792.12,231.0,561.12,7.9,6666,470.0,216.29,2825855.87,44,465,465
900,12.707,2.981,14.764,4.395,3.043,210.0,100,0,0.8042,33509.55,65.82,1499.39,-4.0,31.4,0.229,0.069,-0.127,0.219,0.161,0.144,299.88,1.0,298.88,2.8,6661,502.12,235.6,2854116.63,44,465,465
901,12.81,3.428,14.142,4.148,2.779,210.0,100,0,0.8038,33712.5,57.56,1454.89,-4.0,30.4,0.232,0.069,-0.13,0.215,0.153,0.143,227.39,0.0,227.39,2.2,6650,520.0,167.01,2882670.1,44,465,465
902,13.22,3.439,13.745,4.133,3.056,210.0,100,0,0.7998,33040.15,54.96,1420.29,-4.0,31.6,0.226,0.07,-0.131,0.208,0.155,0.145,356.36,0.0,356.36,3.6,6653,250.0,195.44,2911503.63,44,465,465
903,14.014,3.456,14.174,4.375,2.755,210.0,100,0,0.8181,33113.05,59.82,1916.8,-4.0,32.4,0.232,0.071,-0.133,0.208,0.15,0.143,461.81,231.5,230.31,4.8,6667,970.0,167.56,2940624.27,44,465,465
904,13.628,3.363,13.595,4.564,2.923,210.0,100,0,0.8565,33523.53,73.69,2831.2,-4.0,32.6,0.241,0.072,-0.131,0.211,0.154,0.138,545.71,0.0,545.71,5.5,6689,1207.15,191.93,2970029.84,44,465,465
905,13.056,3.7,15.217,4.749,2.638,186.716,100,0,0.819,33857.94,64.98,1746.6,-4.0,30.8,0.241,0.077,-0.129,0.213,0.155,0.129,256.95,231.0,25.95,2.7,6682,455.0,216.78,2999741.71,44,465,465
906,13.103,3.426,15.278,4.627,2.645,186.809,100,0,0.8374,30125.68,62.8,1224.91,-4.0,32.9,0.243,0.089,-0.133,0.218,0.179,0.143,191.73,0.4,191.33,1.8,6667,1399.24,293.33,3029753.83,44,465,465
907,12.962,3.275,15.402,5.028,2.393,201.372,100,0,0.8353,29935.85,49.74,1016.89,-4.0,34.6,0.256,0.095,-0.138,0.212,0.169,0.135,556.14,1.2,554.94,5.2,6686,360.0,235.93,3060071.65,44,465,465
908,13.322,3.491,15.348,4.772,2.423,210.0,100,0,0.8299,32276.92,73.49,2070.76,-4.0,34.5,0.241,0.1,-0.127,0.232,0.165,0.168,1024.21,0.7,1023.51,9.5,6748,2110.0,367.88,3090676.46,44,465,465
909,12.644,3.591,15.018,4.748,2.659,185.388,100,0,0.8049,31491.7,71.79,1951.22,-4.0,34.4,0.231,0.1,-0.117,0.251,0.164,0.198,376.03,231.0,145.03,3.5,6749,560.0,381.29,3121587.63,44,465,465
910,12.161,3.959,14.455,4.889,2.405,199.716,100,0,0.789,30325.15,70.43,1331.67,-4.0,38.6,0.237,0.112,-0.127,0.244,0.166,0.189,746.4,0.0,746.4,7.1,6786,578.24,374.74,3152815.44,44,465,465
911,11.219,3.78,14.079,4.639,2.406,210.0,100,0,0.8064,31963.93,78.8,1945.26,-4.0,37.0,0.223,0.107,-0.128,0.248,0.16,0.202,414.83,220.39,194.44,4.1,6792,1669.79,366.89,3184349.97,44,465,465
912,12.275,3.851,14.28,4.741,2.767,210.0,100,0,0.71,30931.43,60.62,726.58,-4.0,37.0,0.226,0.106,-0.122,0.234,0.161,0.191,463.22,0.0,463.22,4.7,6805,720.0,377.88,3216219.09,44,465,465
913,12.778,4.273,14.504,4.304,2.975,210.0,100,0,0.7426,31171.77,57.19,710.57,-4.0,36.5,0.213,0.104,-0.117,0.259,0.165,0.198,419.84,232.8,187.04,4.2,6812,614.39,411.92,3248387.42,44,465,465
914,12.14,4.012,14.185,4.427,3.267,185.388,100,0,0.7898,31262.31,67.03,1169.79,-4.0,38.2,0.21,0.106,-0.118,0.255,0.163,0.186,842.7,1.7,841.0,8.3,6861,1333.05,310.82,3280877.35,44,465,465
915,12.122,3.935,12.776,4.226,3.582,200.016,100,0,0.788,31175.08,74.47,1408.0,-4.0,35.6,0.209,0.105,-0.112,0.232,0.155,0.171,575.9,611.78,-35.88,5.8,6882,692.54,384.75,3313680.86,44,465,465
916,11.159,3.788,14.692,4.667,3.231,210.0,100,0,0.8473,32281.95,87.28,2142.06,-4.0,35.3,0.201,0.104,-0.122,0.22,0.151,0.16,143.09,220.92,-77.83,1.6,6863,2372.31,490.44,3346821.97,44,465,465
917,12.055,3.502,15.426,4.576,3.437,210.0,100,0,0.8721,34146.78,91.95,3975.5,-4.0,34.8,0.193,0.105,-0.127,0.223,0.148,0.166,339.37,0.2,339.17,3.3,6862,2265.0,547.42,3380305.7,44,465,465
918,11.961,3.647,15.044,4.675,3.055,210.0,100,0,0.841,34678.17,45.88,1211.87,-4.0,33.3,0.177,0.106,-0.126,0.223,0.149,0.164,637.1,693.0,-55.9,5.9,6884,741.5,265.04,3414158.62,44,465,465
919,12.569,3.683,14.8,4.792,2.708,210.0,100,0,0.8354,35012.11,39.39,1091.05,-4.0,32.0,0.177,0.102,-0.124,0.218,0.143,0.161,389.65,0.0,389.65,3.7,6887,640.0,281.48,3448311.36,44,465,465
920,13.002,3.795,14.561,4.58,2.975,210.0,100,0,0.896,37288.62,55.85,2996.07,-4.0,30.5,0.168,0.097,-0.12,0.215,0.142,0.161,20.72,0.0,20.72,0.2,6855,2586.07,429.53,3482799.07,44,465,465
921,14.912,3.838,15.027,4.706,3.267,206.47,100,0,0.8855,37530.9,51.0,2729.74,-6.0,28.6,0.164,0.093,-0.116,0.211,0.14,0.155,173.27,231.0,-57.73,1.7,6837,450.0,403.31,3517631.11,44,465,465
922,12.675,3.77,15.722,4.792,3.262,202.509,100,0,0.8556,37590.9,37.71,1393.52,-4.0,27.7,0.153,0.091,-0.115,0.205,0.134,0.151,178.82,0.0,178.82,1.7,6820,348.18,394.34,3552821.64,44,465,465
923,13.38,4.058,14.897,5.01,3.513,198.627,100,0,0.8885,37595.42,89.69,4567.21,-4.0,26.7,0.155,0.092,-0.12,0.204,0.134,0.144,143.08,0.0,143.08,1.3,6799,408.29,564.3,3588297.38,44,465,465
924,13.921,4.17,15.48,5.108,2.986,201.311,100,0,0.9223,42680.59,140.22,9179.01,-4.0,25.5,0.152,0.092,-0.129,0.2,0.129,0.136,312.84,0.0,312.84,3.0,6795,5557.48,621.28,3624181.81,44,465,465
925,14.905,3.828,15.521,4.782,2.75,210.0,100,0,0.9327,41196.41,116.87,7790.81,-4.0,26.8,0.148,0.092,-0.128,0.214,0.125,0.137,249.23,1.6,247.63,2.3,6784,150.0,612.17,3660440.69,44,465,465
926,15.398,3.53,15.575,4.676,2.851,210.0,100,0,0.9482,41930.71,159.66,12250.95,-4.0,28.1,0.16,0.094,-0.13,0.228,0.124,0.137,456.34,231.0,225.34,4.2,6791,5429.0,679.58,3697050.95,44,465,465
927,14.524,3.542,15.979,4.799,3.04,210.0,100,0,0.9516,40908.44,140.72,10785.59,-4.0,28.3,0.167,0.092,-0.125,0.234,0.124,0.13,109.02,0.5,108.52,1.0,6767,100.0,673.64,3734035.8,44,465,465
928,14.895,3.615,15.783,4.642,3.337,210.0,100,0,0.9726,58946.56,320.97,29028.92,-4.0,30.0,0.171,0.087,-0.124,0.268,0.118,0.133,123.04,0.0,123.04,1.1,6745,20154.7,1977.62,3771379.54,44,465,465
929,15.75,3.574,14.632,4.598,3.003,210.0,100,0,0.9779,77310.17,506.03,47311.83,-4.0,27.5,0.179,0.087,-0.124,0.269,0.116,0.132,342.49,0.0,342.49,3.1,6743,20194.52,1927.82,3809093.66,44,465,465
930,15.26,3.577,15.568,4.627,3.003,210.0,100,0,0.9687,74742.41,288.78,25594.75,-4.0,27.6,0.193,0.088,-0.132,0.256,0.116,0.13,614.52,231.5,383.02,6.0,6768,235.0,1929.88,3847388.77,44,465,465
931,16.53,3.662,16.297,4.594,3.003,210.0,100,0,0.9499,73693.16,182.6,13877.66,-4.0,28.2,0.188,0.09,-0.129,0.283,0.121,0.127,534.0,0.0,534.0,4.9,6783,586.26,1823.62,3885961.77,44,465,465
932,16.549,3.476,17.225,4.425,2.958,210.0,100,0,0.8331,74438.5,41.95,654.89,-4.0,27.4,0.192,0.09,-0.125,0.283,0.115,0.126,524.77,231.8,292.97,4.6,6794,170.0,94.27,3924965.35,44,465,465
933,15.238,3.519,17.724,4.418,2.862,210.0,100,0,0.8122,76146.18,54.8,829.8,-4.0,25.0,0.189,0.086,-0.122,0.265,0.11,0.126,988.76,231.4,757.36,8.2,6841,550.0,236.7,3964212.23,44,465,465
934,16.154,3.505,16.741,4.172,2.781,210.0,100,0,0.7832,75917.79,54.57,799.37,-4.0,25.6,0.195,0.086,-0.127,0.277,0.104,0.129,136.48,233.3,-96.82,1.1,6817,386.22,264.31,4003854.94,44,465,465
935,17.197,3.786,16.864,4.021,2.574,210.0,100,0,0.7738,76480.3,50.17,446.54,-4.0,25.9,0.192,0.082,-0.123,0.273,0.105,0.128,234.38,231.0,3.38,2.0,6802,380.0,118.17,4043899.9,44,465,465
936,18.085,3.88,15.743,4.19,2.676,210.0,100,0,0.7837,74938.4,44.17,424.71,-4.0,28.3,0.188,0.08,-0.126,0.293,0.103,0.143,177.07,1.5,175.57,1.5,6783,193.85,246.13,4084346.7,44,465,465
937,15.831,3.742,16.168,4.338,2.42,210.0,100,0,0.7772,75160.05,45.55,402.88,-4.0,29.6,0.176,0.075,-0.11,0.304,0.136,0.179,429.78,231.0,198.78,3.9,6787,735.0,136.97,4125196.67,44,465,465
938,16.509,3.998,15.094,4.344,2.313,210.0,100,0,0.776,74718.59,44.79,439.63,-2.0,30.6,0.167,0.083,-0.117,0.31,0.138,0.192,882.81,232.0,650.81,7.8,6830,260.0,123.05,4166456.5,44,465,465
939,18.166,3.742,14.67,4.294,2.327,210.0,100,0,0.7498,76616.44,57.05,617.12,-2.0,30.5,0.174,0.083,-0.123,0.288,0.13,0.169,718.49,0.1,718.39,6.8,6864,1053.29,159.48,4208123.69,44,465,465
940,15.772,3.654,14.523,4.009,2.473,210.0,100,0,0.7792,76174.58,54.78,532.3,-4.0,31.9,0.19,0.082,-0.123,0.283,0.131,0.17,616.15,693.0,-76.85,6.0,6887,921.13,152.14,4250214.19,44,465,465
941,14.202,3.667,15.102,4.119,2.645,210.0,100,0,0.772,77185.45,55.94,663.04,-4.0,31.5,0.188,0.087,-0.124,0.278,0.121,0.154,843.78,232.0,611.78,8.3,6935,448.55,161.52,4292724.75,44,465,465
942,12.974,3.482,14.401,4.111,2.566,210.0,100,0,0.7838,26423.21,53.33,608.05,-4.0,31.5,0.192,0.081,-0.126,0.282,0.12,0.156,539.11,0.2,538.91,5.1,6952,250.79,170.22,4335660.69,44,465,465
943,14.591,4.004,14.502,3.987,2.575,210.0,100,0,0.7656,27987.25,56.99,764.44,-4.0,30.4,0.192,0.081,-0.126,0.266,0.118,0.15,746.0,0.0,746.0,7.4,6991,1105.0,186.86,4379029.44,44,465,465
944,15.408,3.572,13.993,4.25,2.331,210.0,100,0,0.7234,26845.35,58.22,577.74,-4.0,34.3,0.191,0.081,-0.124,0.265,0.126,0.15,497.39,693.5,-196.11,4.9,7002,876.46,218.84,4422823.88,44,465,465
945,14.48,3.369,16.092,4.152,2.421,210.0,100,0,0.7381,27913.45,59.64,906.7,-4.0,34.6,0.199,0.081,-0.134,0.271,0.123,0.147,323.23,0.8,322.43,3.3,7000,1149.05,235.39,4467062.2,44,465,465
946,13.952,3.367,16.052,4.304,2.67,210.0,100,0,0.762,28959.01,67.98,827.89,-4.0,34.4,0.198,0.08,-0.132,0.268,0.122,0.148,630.79,1.0,629.79,5.6,7021,1021.63,257.35,4511737.48,44,465,465
947,13.949,3.456,15.73,4.11,2.589,210.0,100,0,0.7769,29051.6,64.18,713.58,-4.0,33.4,0.188,0.081,-0.125,0.273,0.125,0.145,561.81,231.6,330.21,5.0,7035,590.0,274.7,4556864.71,44,465,465
948,13.538,3.358,14.97,3.935,2.851,210.0,100,0,0.775,29190.24,60.89,765.86,-4.0,35.0,0.211,0.08,-0.14,0.28,0.126,0.142,418.41,1.0,417.41,3.8,7038,708.78,251.15,4602445.49,44,465,465
949,13.819,3.597,14.803,4.141,2.91,210.0,100,0,0.8026,30261.11,69.32,1263.43,-6.0,34.2,0.204,0.08,-0.136,0.29,0.125,0.132,586.83,0.2,586.63,5.6,7059,1320.0,325.17,4648475.52,44,465,465
950,13.877,3.27,13.611,4.12,2.953,210.0,100,0,0.8089,30790.0,74.66,1164.06,-4.0,34.2,0.202,0.069,-0.129,0.285,0.163,0.138,134.7,1.3,133.4,1.3,7037,865.0,255.12,4694961.86,44,465,465
951,14.231,3.1,14.971,4.319,3.134,210.0,100,0,0.8071,27982.14,58.99,1064.7,-4.0,34.5,0.219,0.069,-0.126,0.28,0.16,0.138,485.93,231.5,254.43,5.1,7052,573.74,407.1,4741901.86,44,465,465
952,14.515,3.387,15.364,4.663,3.438,204.498,100,0,0.794,26830.81,44.77,447.32,-4.0,36.2,0.206,0.06,-0.125,0.285,0.161,0.142,125.76,1158.0,-1032.24,1.2,7024,499.76,291.82,4789329.52,44,465,465
953,14.377,3.359,15.859,4.687,3.53,197.713,100,0,0.7353,26425.54,42.88,438.12,-4.0,36.3,0.219,0.057,-0.129,0.275,0.156,0.138,473.24,225.45,247.79,4.4,7032,410.48,394.44,4837229.25,44,465,465
954,13.565,3.57,15.837,4.992,3.865,184.931,100,0,0.7483,27291.22,49.59,336.47,-4.0,35.0,0.221,0.055,-0.125,0.265,0.156,0.135,666.07,0.9,665.17,6.0,7057,302.03,423.48,4885601.27,44,465,465
955,14.323,3.285,15.476,4.832,4.226,179.387,100,0,0.7338,27493.96,47.14,342.41,-4.0,34.0,0.222,0.058,-0.127,0.256,0.154,0.13,177.39,203.62,-26.23,1.6,7037,569.3,362.13,4934462.61,44,465,465
956,14.005,3.507,16.209,4.714,4.083,177.565,100,0,0.772,27556.43,56.82,913.58,-4.0,32.8,0.223,0.057,-0.129,0.256,0.156,0.134,411.65,197.33,214.32,3.8,7039,475.0,420.74,4983801.64,44,465,465
957,14.523,3.633,16.755,4.83,4.089,177.845,100,0,0.7798,28649.68,61.3,1386.91,-4.0,31.7,0.233,0.058,-0.135,0.25,0.14,0.131,726.16,390.64,335.52,6.4,7066,965.79,352.88,5033646.16,44,465,465
958,15.616,3.583,15.623,5.19,4.468,188.716,100,0,0.8093,29665.73,53.42,1309.73,-4.0,29.7,0.228,0.057,-0.137,0.251,0.14,0.13,551.22,0.5,550.72,4.7,7078,460.7,335.32,5083998.25,44,465,465
959,15.602,3.347,16.77,5.133,4.001,170.228,100,0,0.7751,29249.03,58.93,1233.06,-4.0,31.1,0.227,0.056,-0.132,0.249,0.137,0.124,196.85,0.0,196.85,1.8,7061,635.14,415.9,5134838.52,44,465,465
960,14.589,3.512,16.831,4.673,3.89,180.246,100,0,0.8163,30092.41,63.53,1980.7,-4.0,31.4,0.233,0.057,-0.119,0.244,0.138,0.143,340.44,188.15,152.29,2.9,7054,1066.68,461.1,5186191.62,44,465,465
961,15.027,3.672,16.443,4.772,3.791,166.211,100,0,0.8279,30384.76,57.29,928.33,-4.0,30.8,0.219,0.047,-0.11,0.262,0.159,0.16,200.29,0.5,199.79,1.7,7036,398.6,518.97,5238061.89,44,465,465
962,13.249,3.66,16.496,4.763,3.793,179.343,100,0,0.8166,30099.83,54.54,875.67,-4.0,29.3,0.214,0.047,-0.109,0.267,0.159,0.159,471.91,365.96,105.95,4.1,7040,503.97,472.06,5290446.45,44,465,465
963,14.282,3.907,17.444,4.785,3.653,187.641,100,0,0.8021,30016.64,51.63,632.71,-6.0,31.0,0.224,0.042,-0.113,0.253,0.142,0.153,69.28,0.1,69.18,0.6,7011,1221.73,512.18,5343363.37,44,465,465
964,13.216,3.811,18.714,4.877,3.998,184.056,100,0,0.7997,29548.99,55.76,764.48,-6.0,31.2,0.22,0.039,-0.114,0.256,0.142,0.154,805.92,206.41,599.51,6.6,7041,430.01,416.17,5396799.9,44,465,465
965,12.11,3.657,19.087,4.345,4.056,180.543,100,0,0.8145,30137.54,63.36,944.49,-6.0,30.6,0.21,0.04,-0.106,0.257,0.137,0.173,510.9,1.0,509.9,3.9,7045,438.38,310.51,5450766.93,44,465,465
966,13.143,3.368,18.429,4.469,3.637,188.286,100,0,0.7571,28281.62,53.98,516.32,-4.0,32.1,0.196,0.045,-0.106,0.26,0.134,0.167,360.75,1192.19,-831.44,2.7,7031,672.31,287.67,5505279.01,44,465,465
967,14.542,3.561,17.606,4.363,3.315,191.947,100,0,0.7662,27149.12,45.41,942.84,-4.0,31.5,0.184,0.043,-0.109,0.257,0.133,0.16,232.2,1449.81,-1217.61,1.8,7007,225.55,272.73,5560326.8,44,465,465
968,15.339,3.593,17.699,4.753,3.309,190.366,100,0,0.7841,27791.13,49.22,847.3,-4.0,28.9,0.19,0.045,-0.107,0.247,0.132,0.157,271.13,0.5,270.63,2.2,6994,400.0,231.5,5615930.42,44,465,465
969,15.199,3.632,18.079,4.344,2.979,203.947,100,0,0.7332,27605.81,54.66,790.14,-4.0,28.5,0.172,0.041,-0.107,0.24,0.133,0.154,507.94,0.5,507.44,4.1,7000,305.0,280.79,5672089.68,44,465,465
970,13.863,3.551,18.401,4.527,3.077,207.924,100,0,0.7942,25777.53,47.95,551.48,-4.0,31.7,0.161,0.026,-0.099,0.239,0.148,0.156,303.7,1.2,302.5,2.4,6989,200.0,205.83,5728820.9,44,465,465
971,14.984,3.36,17.664,4.992,2.975,210.0,100,0,0.789,25539.47,44.08,440.03,-4.0,32.8,0.149,0.022,-0.101,0.25,0.155,0.153,502.36,228.72,273.64,3.9,6992,230.0,125.85,5786116.73,44,465,465
972,14.221,3.27,16.862,4.415,3.073,210.0,100,0,0.8139,26181.28,42.25,506.12,-4.0,30.9,0.141,0.02,-0.105,0.245,0.152,0.144,296.78,0.7,296.08,2.4,6981,524.27,170.24,5843985.91,44,465,465
973,14.254,3.307,16.674,4.43,3.132,210.0,100,0,0.8276,26211.11,40.48,441.89,-4.0,29.0,0.14,0.021,-0.103,0.239,0.147,0.145,790.8,231.0,559.8,6.7,7012,145.0,173.94,5902432.51,44,465,465
974,13.215,3.381,16.737,4.467,3.206,210.0,100,0,0.8028,25829.69,31.78,419.46,-4.0,30.8,0.131,0.017,-0.104,0.251,0.151,0.173,280.12,231.9,48.22,2.4,7000,230.0,119.76,5961466.8,44,465,465
975,13.335,3.423,16.639,4.671,3.516,205.968,100,0,0.8224,26418.4,40.87,700.22,-4.0,31.2,0.136,0.017,-0.109,0.239,0.146,0.168,128.88,1.0,127.88,1.1,6976,970.0,126.34,6021081.92,44,465,465
976,13.719,3.607,16.724,4.554,3.333,210.0,100,0,0.7728,24854.01,34.32,269.05,-4.0,31.2,0.141,0.015,-0.114,0.235,0.144,0.167,174.7,1132.81,-958.11,1.5,6952,430.0,197.16,6081291.9,44,465,465
977,13.676,3.545,16.464,4.553,3.452,210.0,100,0,0.796,25028.82,30.45,403.6,-4.0,31.3,0.137,0.026,-0.11,0.255,0.17,0.149,280.97,0.0,280.97,2.4,6942,609.44,136.97,6142115.29,44,465,465
978,13.2,3.477,17.528,4.528,3.443,210.0,100,0,0.8034,24954.21,29.28,313.47,-4.0,31.4,0.143,0.017,-0.114,0.236,0.163,0.166,518.64,0.6,518.04,4.5,6953,160.0,153.57,6203542.9,44,465,465
979,13.565,3.174,16.891,4.231,3.772,188.696,100,0,0.813,26029.24,38.25,426.28,-4.0,30.0,0.14,0.017,-0.114,0.233,0.159,0.159,576.69,0.1,576.59,4.7,6965,654.44,247.58,6265579.03,44,465,465
980,12.633,3.296,16.405,4.213,3.757,203.582,100,0,0.8064,25955.23,40.5,699.94,-4.0,29.5,0.127,0.023,-0.105,0.236,0.151,0.145,520.26,415.54,104.72,4.4,6972,437.89,240.33,6328235.41,44,465,465
981,13.595,3.312,16.293,3.998,3.742,209.654,100,0,0.8347,25855.24,33.04,551.52,-4.0,28.7,0.131,0.023,-0.103,0.23,0.145,0.146,574.16,223.94,350.22,5.0,6986,150.0,136.47,6391526.16,44,465,465
982,12.197,3.357,16.175,4.117,3.727,205.629,100,0,0.7937,26039.95,41.17,414.49,-4.0,29.4,0.134,0.025,-0.094,0.228,0.145,0.146,627.26,1.0,626.26,5.5,7006,308.65,147.72,6455441.2,44,465,465
983,12.106,3.26,16.978,4.268,4.078,210.0,100,0,0.7967,25717.12,38.24,364.77,-4.0,29.0,0.126,0.032,-0.095,0.233,0.141,0.141,350.97,226.39,124.58,3.1,7001,150.0,102.57,6520000.34,44,465,465
984,13.539,3.349,17.374,4.264,3.657,210.0,100,0,0.7812,24693.56,37.37,490.52,-4.0,30.5,0.132,0.03,-0.096,0.23,0.143,0.14,237.7,1.0,236.7,2.0,6986,327.77,131.6,6585205.35,44,465,465
985,13.021,3.294,16.88,4.511,4.002,185.388,100,0,0.7846,25097.82,36.07,481.05,-4.0,31.7,0.137,0.019,-0.098,0.229,0.161,0.142,608.09,0.5,607.59,5.0,7001,345.81,104.8,6651067.33,44,465,465
